hp_kw,km,age,price,make_model_Audi_A1,make_model_Audi_A3,make_model_Opel_Astra,make_model_Opel_Corsa,make_model_Opel_Insignia,make_model_Renault_Clio,make_model_Renault_Duster,make_model_Renault_Espace,gearing_type_Automatic,gearing_type_Manual,gearing_type_Semi_Automatic
81.0,126200.0,3.0,12995,0,1,0,0,0,0,0,0,1,0,0
110.0,207000.0,3.0,12850,0,1,0,0,0,0,0,0,1,0,0
81.0,132414.0,3.0,12680,0,1,0,0,0,0,0,0,1,0,0
110.0,119000.0,3.0,12500,0,1,0,0,0,0,0,0,1,0,0
81.0,126416.0,3.0,11980,0,1,0,0,0,0,0,0,1,0,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,119529.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
110.0,179000.0,3.0,12990,0,1,0,0,0,0,0,0,0,1,0
110.0,142011.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,87100.0,3.0,13730,0,1,0,0,0,0,0,0,0,1,0
81.0,93307.0,3.0,14920,0,1,0,0,0,0,0,0,0,1,0
110.0,119427.0,3.0,14920,0,1,0,0,0,0,0,0,0,1,0
81.0,101287.0,2.0,14960,0,1,0,0,0,0,0,0,0,1,0
81.0,170000.0,3.0,12400,0,1,0,0,0,0,0,0,0,1,0
110.0,291800.0,3.0,14980,0,1,0,0,0,0,0,0,0,1,0
110.0,160000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,85000.0,3.0,14000,0,1,0,0,0,0,0,0,0,1,0
81.0,36000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,140229.0,3.0,14999,0,1,0,0,0,0,0,0,0,1,0
81.0,113000.0,3.0,14999,0,1,0,0,0,0,0,0,0,1,0
81.0,80781.0,3.0,14999,0,1,0,0,0,0,0,0,0,1,0
81.0,86889.0,3.0,14999,0,1,0,0,0,0,0,0,0,1,0
92.0,76082.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
81.0,30005.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,78000.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,19557.0,3.0,15499,0,1,0,0,0,0,0,0,0,1,0
81.0,86000.0,3.0,15480,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,88000.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
110.0,90348.0,3.0,15620,0,1,0,0,0,0,0,0,0,1,0
81.0,96288.0,3.0,15600,0,1,0,0,0,0,0,0,0,1,0
81.0,50700.0,3.0,15600,0,1,0,0,0,0,0,0,0,1,0
81.0,63900.0,3.0,15600,0,1,0,0,0,0,0,0,0,1,0
110.0,138000.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
92.0,105149.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,67000.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,80500.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,80015.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,92000.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,43000.0,3.0,15333,0,1,0,0,0,0,0,0,0,1,0
81.0,50700.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
81.0,92067.0,3.0,15320,0,1,0,0,0,0,0,0,0,1,0
81.0,82033.0,3.0,15376,0,1,0,0,0,0,0,0,0,1,0
81.0,120000.0,3.0,15499,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,123226.0,3.0,15500,0,1,0,0,0,0,0,0,0,1,0
81.0,53852.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
81.0,53994.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
81.0,46928.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
81.0,88000.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
81.0,80800.0,3.0,15480,0,1,0,0,0,0,0,0,0,1,0
110.0,87810.0,3.0,15490,0,1,0,0,0,0,0,0,0,1,0
110.0,79548.0,3.0,15480,0,1,0,0,0,0,0,0,0,1,0
81.0,53262.0,3.0,15310,0,1,0,0,0,0,0,0,0,1,0
110.0,108000.0,3.0,15300,0,1,0,0,0,0,0,0,0,1,0
81.0,44182.0,3.0,15260,0,1,0,0,0,0,0,0,0,1,0
81.0,81236.0,2.0,15250,0,1,0,0,0,0,0,0,0,1,0
92.0,76592.0,3.0,15145,0,1,0,0,0,0,0,0,0,1,0
92.0,69994.0,3.0,15115,0,1,0,0,0,0,0,0,0,1,0
92.0,88717.0,3.0,15105,0,1,0,0,0,0,0,0,0,1,0
92.0,77536.0,3.0,15105,0,1,0,0,0,0,0,0,0,1,0
92.0,72929.0,3.0,15105,0,1,0,0,0,0,0,0,0,1,0
92.0,73382.0,3.0,15105,0,1,0,0,0,0,0,0,0,1,0
81.0,109000.0,3.0,15100,0,1,0,0,0,0,0,0,0,1,0
92.0,75780.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
92.0,73409.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
92.0,95177.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
92.0,88268.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
110.0,89652.0,3.0,15470,0,1,0,0,0,0,0,0,0,1,0
81.0,57100.0,3.0,15475,0,1,0,0,0,0,0,0,0,1,0
92.0,89564.0,3.0,15065,0,1,0,0,0,0,0,0,0,1,0
81.0,107838.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
110.0,144450.0,3.0,15460,0,1,0,0,0,0,0,0,0,1,0
81.0,61050.0,3.0,15470,0,1,0,0,0,0,0,0,0,1,0
81.0,77500.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
81.0,77500.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
81.0,107838.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
81.0,107838.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
81.0,107838.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
81.0,116460.0,3.0,15450,0,1,0,0,0,0,0,0,0,1,0
82.0,200814.0,3.0,15445,0,1,0,0,0,0,0,0,0,1,0
81.0,83916.0,3.0,15430,0,1,0,0,0,0,0,0,0,1,0
81.0,111800.0,3.0,15430,0,1,0,0,0,0,0,0,0,1,0
81.0,59675.0,3.0,15400,0,1,0,0,0,0,0,0,0,1,0
110.0,150000.0,3.0,15400,0,1,0,0,0,0,0,0,0,1,0
110.0,124197.0,3.0,15380,0,1,0,0,0,0,0,0,0,1,0
110.0,37100.0,3.0,15390,0,1,0,0,0,0,0,0,0,1,0
110.0,76900.0,3.0,15380,0,1,0,0,0,0,0,0,0,1,0
92.0,109295.0,3.0,14995,0,1,0,0,0,0,0,0,0,1,0
81.0,88000.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
110.0,105700.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
110.0,105700.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
135.0,79900.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
81.0,35000.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
81.0,87000.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
81.0,79000.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
132.0,95235.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
81.0,63058.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
110.0,97834.0,3.0,14980,0,1,0,0,0,0,0,0,0,1,0
81.0,65886.0,3.0,14980,0,1,0,0,0,0,0,0,0,1,0
81.0,47400.0,3.0,14990,0,1,0,0,0,0,0,0,0,1,0
81.0,69692.0,3.0,15380,0,1,0,0,0,0,0,0,0,1,0
110.0,102124.0,3.0,14980,0,1,0,0,0,0,0,0,0,1,0
92.0,95671.0,3.0,15030,0,1,0,0,0,0,0,0,0,1,0
92.0,99233.0,3.0,15030,0,1,0,0,0,0,0,0,0,1,0
92.0,92757.0,3.0,15025,0,1,0,0,0,0,0,0,0,1,0
92.0,88346.0,3.0,15060,0,1,0,0,0,0,0,0,0,1,0
92.0,79930.0,3.0,15025,0,1,0,0,0,0,0,0,0,1,0
92.0,83273.0,3.0,15050,0,1,0,0,0,0,0,0,0,1,0
92.0,92062.0,3.0,15030,0,1,0,0,0,0,0,0,0,1,0
92.0,79403.0,3.0,15020,0,1,0,0,0,0,0,0,0,1,0
81.0,160000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,75000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
92.0,83454.0,3.0,15020,0,1,0,0,0,0,0,0,0,1,0
81.0,35000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,174000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,50000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
92.0,96638.0,3.0,15020,0,1,0,0,0,0,0,0,0,1,0
81.0,70000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,101000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,43000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
81.0,75000.0,3.0,15000,0,1,0,0,0,0,0,0,0,1,0
110.0,30000.0,3.0,13990,0,1,0,0,0,0,0,0,0,1,0
110.0,119000.0,3.0,13990,0,1,0,0,0,0,0,0,0,1,0
110.0,101280.0,3.0,13990,0,1,0,0,0,0,0,0,0,1,0
110.0,149000.0,2.0,13950,0,1,0,0,0,0,0,0,0,1,0
81.0,115694.0,3.0,13980,0,1,0,0,0,0,0,0,0,1,0
81.0,72300.0,3.0,13950,0,1,0,0,0,0,0,0,0,1,0
110.0,138717.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,68550.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
110.0,142000.0,3.0,13950,0,1,0,0,0,0,0,0,0,1,0
110.0,109500.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,158000.0,2.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,127435.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,67500.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,99000.0,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
81.0,75357.0,3.0,13850,0,1,0,0,0,0,0,0,0,1,0
81.0,62900.0,3.0,13800,0,1,0,0,0,0,0,0,0,1,0
85.0,149170.0,2.0,13790,0,1,0,0,0,0,0,0,0,1,0
110.0,141939.0,3.0,13780,0,1,0,0,0,0,0,0,0,1,0
81.0,97200.0,3.0,13780,0,1,0,0,0,0,0,0,0,1,0
81.0,93268.0,3.0,14888,0,1,0,0,0,0,0,0,0,1,0
81.0,45450.0,3.0,13890,0,1,0,0,0,0,0,0,0,1,0
81.0,68415.0,3.0,14880,0,1,0,0,0,0,0,0,0,1,0
110.0,165650.0,3.0,14880,0,1,0,0,0,0,0,0,0,1,0
110.0,165650.0,3.0,14880,0,1,0,0,0,0,0,0,0,1,0
81.0,48000.0,3.0,14850,0,1,0,0,0,0,0,0,0,1,0
81.0,117000.0,3.0,14850,0,1,0,0,0,0,0,0,0,1,0
81.0,32200.0,3.0,14844,0,1,0,0,0,0,0,0,0,1,0
81.0,74590.0,3.0,14840,0,1,0,0,0,0,0,0,0,1,0
81.0,80727.0,3.0,14850,0,1,0,0,0,0,0,0,0,1,0
110.0,103000.0,3.0,14800,0,1,0,0,0,0,0,0,0,1,0
81.0,95990.0,3.0,14840,0,1,0,0,0,0,0,0,0,1,0
110.0,97386.0,3.0,14800,0,1,0,0,0,0,0,0,0,1,0
110.0,89294.0,3.0,14800,0,1,0,0,0,0,0,0,0,1,0
81.0,39800.0,3.0,14700,0,1,0,0,0,0,0,0,0,1,0
110.0,179150.0,3.0,14780,0,1,0,0,0,0,0,0,0,1,0
81.0,135887.0,3.0,14750,0,1,0,0,0,0,0,0,0,1,0
81.0,99700.0,3.0,14700,0,1,0,0,0,0,0,0,0,1,0
81.0,100500.0,2.0,14590,0,1,0,0,0,0,0,0,0,1,0
81.0,93200.0,3.0,14500,0,1,0,0,0,0,0,0,0,1,0
81.0,82712.0,3.0,14530,0,1,0,0,0,0,0,0,0,1,0
81.0,89410.0,3.0,14500,0,1,0,0,0,0,0,0,0,1,0
92.0,78000.0,1.0,14500,0,1,0,0,0,0,0,0,0,1,0
110.0,92400.0,3.0,14490,0,1,0,0,0,0,0,0,0,1,0
110.0,110747.0,3.0,14550,0,1,0,0,0,0,0,0,0,1,0
81.0,114000.0,3.0,14499,0,1,0,0,0,0,0,0,0,1,0
81.0,109040.0,3.0,14480,0,1,0,0,0,0,0,0,0,1,0
81.0,113200.0,3.0,14400,0,1,0,0,0,0,0,0,0,1,0
81.0,43721.0,3.0,14470,0,1,0,0,0,0,0,0,0,1,0
81.0,135364.0,3.0,14450,0,1,0,0,0,0,0,0,0,1,0
81.0,135364.0,3.0,14450,0,1,0,0,0,0,0,0,0,1,0
81.0,86100.0,3.0,14440,0,1,0,0,0,0,0,0,0,1,0
81.0,119000.0,3.0,14400,0,1,0,0,0,0,0,0,0,1,0
81.0,86100.0,3.0,14440,0,1,0,0,0,0,0,0,0,1,0
81.0,151800.0,3.0,14300,0,1,0,0,0,0,0,0,0,1,0
81.0,82430.0,3.0,14180,0,1,0,0,0,0,0,0,0,1,0
110.0,130000.0,3.0,14000,0,1,0,0,0,0,0,0,0,1,0
81.0,98097.0,3.0,14950,0,1,0,0,0,0,0,0,0,1,0
81.0,127896.0,3.0,14950,0,1,0,0,0,0,0,0,0,1,0
81.0,65700.0,3.0,14290,0,1,0,0,0,0,0,0,0,1,0
81.0,65900.0,3.0,14250,0,1,0,0,0,0,0,0,0,1,0
81.0,6500.0,1.0,14250,0,1,0,0,0,0,0,0,0,1,0
81.0,95000.0,3.0,14950,0,1,0,0,0,0,0,0,0,1,0
81.0,66000.0,3.0,14900,0,1,0,0,0,0,0,0,0,1,0
110.0,152000.0,3.0,14900,0,1,0,0,0,0,0,0,0,1,0
81.0,131290.0,3.0,14900,0,1,0,0,0,0,0,0,0,1,0
81.0,67776.0,3.0,14900,0,1,0,0,0,0,0,0,0,1,0
81.0,72692.0,3.0,14940,0,1,0,0,0,0,0,0,0,1,0
81.0,68450.0,3.0,14920,0,1,0,0,0,0,0,0,0,1,0
92.0,41400.0,3.0,14900,0,1,0,0,0,0,0,0,0,1,0
81.0,93259.0,3.0,13690,0,1,0,0,0,0,0,0,0,1,0
81.0,112750.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,71168.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,54399.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
110.0,128429.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,53411.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,73769.0,3.0,13690,0,1,0,0,0,0,0,0,0,1,0
110.0,128429.0,3.0,14890,0,1,0,0,0,0,0,0,0,1,0
81.0,100619.0,3.0,13650,0,1,0,0,0,0,0,0,0,1,0
81.0,87305.0,3.0,13590,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
110.0,154910.0,3.0,13680,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,160000.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,217032.0,3.0,12900,0,1,0,0,0,0,0,0,0,1,0
81.0,103000.0,3.0,12900,0,1,0,0,0,0,0,0,0,1,0
81.0,138653.0,3.0,12900,0,1,0,0,0,0,0,0,0,1,0
81.0,124800.0,3.0,12900,0,1,0,0,0,0,0,0,0,1,0
81.0,119000.0,3.0,12550,0,1,0,0,0,0,0,0,0,1,0
81.0,146900.0,3.0,12890,0,1,0,0,0,0,0,0,0,1,0
81.0,123561.0,3.0,12880,0,1,0,0,0,0,0,0,0,1,0
81.0,110000.0,3.0,12500,0,1,0,0,0,0,0,0,0,1,0
81.0,165081.0,3.0,12480,0,1,0,0,0,0,0,0,0,1,0
81.0,183000.0,3.0,11999,0,1,0,0,0,0,0,0,0,1,0
81.0,209000.0,3.0,11790,0,1,0,0,0,0,0,0,0,1,0
81.0,204000.0,3.0,11790,0,1,0,0,0,0,0,0,0,1,0
110.0,193000.0,3.0,11990,0,1,0,0,0,0,0,0,0,1,0
81.0,67000.0,3.0,11990,0,1,0,0,0,0,0,0,0,1,0
81.0,156000.0,3.0,11990,0,1,0,0,0,0,0,0,0,1,0
81.0,109678.0,3.0,10990,0,1,0,0,0,0,0,0,0,1,0
81.0,122189.0,3.0,10950,0,1,0,0,0,0,0,0,0,1,0
110.0,5558.0,1.0,5555,0,1,0,0,0,0,0,0,0,1,0
110.0,64500.0,3.0,18790,0,1,0,0,0,0,0,0,1,0,0
81.0,76500.0,3.0,18790,0,1,0,0,0,0,0,0,1,0,0
81.0,31432.0,2.0,10550,0,1,0,0,0,0,0,0,0,1,0
81.0,29110.0,3.0,18790,0,1,0,0,0,0,0,0,1,0,0
110.0,48000.0,3.0,18790,0,1,0,0,0,0,0,0,1,0,0
81.0,48835.0,3.0,18780,0,1,0,0,0,0,0,0,1,0,0
110.0,91100.0,3.0,18780,0,1,0,0,0,0,0,0,1,0,0
85.0,26100.0,3.0,18750,0,1,0,0,0,0,0,0,1,0,0
81.0,57962.0,3.0,18750,0,1,0,0,0,0,0,0,1,0,0
81.0,58962.0,3.0,18750,0,1,0,0,0,0,0,0,1,0,0
110.0,29800.0,1.0,18750,0,1,0,0,0,0,0,0,1,0,0
110.0,135936.0,3.0,18750,0,1,0,0,0,0,0,0,1,0,0
110.0,102234.0,3.0,18720,0,1,0,0,0,0,0,0,1,0,0
110.0,31000.0,3.0,18700,0,1,0,0,0,0,0,0,1,0,0
81.0,40700.0,3.0,18700,0,1,0,0,0,0,0,0,1,0,0
81.0,90000.0,3.0,18500,0,1,0,0,0,0,0,0,1,0,0
81.0,79000.0,3.0,18700,0,1,0,0,0,0,0,0,1,0,0
81.0,40700.0,3.0,18700,0,1,0,0,0,0,0,0,1,0,0
110.0,41350.0,3.0,18640,0,1,0,0,0,0,0,0,1,0,0
81.0,70000.0,3.0,18500,0,1,0,0,0,0,0,0,1,0,0
110.0,80000.0,2.0,18500,0,1,0,0,0,0,0,0,1,0,0
81.0,71028.0,3.0,13480,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,69400.0,3.0,13479,0,1,0,0,0,0,0,0,0,1,0
81.0,104355.0,3.0,13450,0,1,0,0,0,0,0,0,0,1,0
81.0,88191.0,3.0,13444,0,1,0,0,0,0,0,0,0,1,0
92.0,82100.0,3.0,13400,0,1,0,0,0,0,0,0,0,1,0
81.0,152818.0,3.0,13399,0,1,0,0,0,0,0,0,0,1,0
81.0,136819.0,3.0,13280,0,1,0,0,0,0,0,0,0,1,0
81.0,79988.0,3.0,13250,0,1,0,0,0,0,0,0,0,1,0
81.0,69800.0,3.0,13000,0,1,0,0,0,0,0,0,0,1,0
81.0,92233.0,3.0,12980,0,1,0,0,0,0,0,0,0,1,0
81.0,70000.0,3.0,13250,0,1,0,0,0,0,0,0,0,1,0
81.0,116000.0,3.0,13100,0,1,0,0,0,0,0,0,0,1,0
92.0,72265.0,3.0,13100,0,1,0,0,0,0,0,0,0,1,0
81.0,136552.0,3.0,12990,0,1,0,0,0,0,0,0,0,1,0
81.0,92146.0,3.0,12960,0,1,0,0,0,0,0,0,0,1,0
81.0,149999.0,3.0,12950,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,144000.0,3.0,12950,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,100832.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,110396.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
92.0,109571.0,3.0,13500,0,1,0,0,0,0,0,0,0,1,0
81.0,96100.0,3.0,12949,0,1,0,0,0,0,0,0,0,1,0
81.0,78190.0,3.0,15980,0,1,0,0,0,0,0,0,0,1,0
110.0,70766.0,3.0,15840,0,1,0,0,0,0,0,0,0,1,0
100.0,157000.0,3.0,15950,0,1,0,0,0,0,0,0,0,1,0
81.0,79990.0,3.0,15990,0,1,0,0,0,0,0,0,0,1,0
81.0,69800.0,3.0,15990,0,1,0,0,0,0,0,0,0,1,0
85.0,71200.0,3.0,15980,0,1,0,0,0,0,0,0,0,1,0
81.0,61925.0,3.0,15980,0,1,0,0,0,0,0,0,0,1,0
110.0,81103.0,3.0,15830,0,1,0,0,0,0,0,0,0,1,0
81.0,77452.0,3.0,15990,0,1,0,0,0,0,0,0,0,1,0
81.0,70700.0,3.0,15680,0,1,0,0,0,0,0,0,0,1,0
81.0,70028.0,2.0,15820,0,1,0,0,0,0,0,0,0,1,0
81.0,49000.0,2.0,22500,0,1,0,0,0,0,0,0,0,0,1
85.0,50500.0,2.0,19000,0,1,0,0,0,0,0,0,0,0,1
81.0,133990.0,3.0,17600,0,1,0,0,0,0,0,0,0,0,1
81.0,73000.0,3.0,20000,0,1,0,0,0,0,0,0,0,0,1
110.0,37000.0,3.0,20000,0,1,0,0,0,0,0,0,0,0,1
81.0,57000.0,3.0,20000,0,1,0,0,0,0,0,0,0,0,1
110.0,73000.0,3.0,24900,0,1,0,0,0,0,0,0,0,0,1
85.0,20000.0,1.0,23500,0,1,0,0,0,0,0,0,0,0,1
110.0,13082.0,2.0,24900,0,1,0,0,0,0,0,0,0,0,1
85.0,20933.0,2.0,24900,0,1,0,0,0,0,0,0,0,0,1
110.0,46298.0,3.0,24860,0,1,0,0,0,0,0,0,0,0,1
110.0,10800.0,1.0,24700,0,1,0,0,0,0,0,0,0,0,1
85.0,23484.0,1.0,24500,0,1,0,0,0,0,0,0,0,0,1
81.0,29000.0,2.0,24500,0,1,0,0,0,0,0,0,0,0,1
110.0,20000.0,1.0,24500,0,1,0,0,0,0,0,0,0,0,1
110.0,58444.0,3.0,28300,0,1,0,0,0,0,0,0,0,0,1
110.0,16000.0,1.0,28300,0,1,0,0,0,0,0,0,0,0,1
85.0,15.0,1.0,27900,0,1,0,0,0,0,0,0,0,0,1
85.0,41.0,1.0,28000,0,1,0,0,0,0,0,0,0,0,1
135.0,42000.0,3.0,27900,0,1,0,0,0,0,0,0,0,0,1
110.0,70000.0,2.0,26900,0,1,0,0,0,0,0,0,0,0,1
110.0,18800.0,3.0,28000,0,1,0,0,0,0,0,0,0,0,1
110.0,38000.0,2.0,27500,0,1,0,0,0,0,0,0,0,0,1
110.0,19000.0,1.0,27000,0,1,0,0,0,0,0,0,0,0,1
85.0,11200.0,1.0,27500,0,1,0,0,0,0,0,0,0,0,1
110.0,61000.0,3.0,27500,0,1,0,0,0,0,0,0,0,0,1
85.0,7500.0,0.0,27150,0,1,0,0,0,0,0,0,0,0,1
85.0,30000.0,2.0,27000,0,1,0,0,0,0,0,0,0,0,1
85.0,1.0,1.0,27000,0,1,0,0,0,0,0,0,0,0,1
110.0,13000.0,2.0,27000,0,1,0,0,0,0,0,0,0,0,1
110.0,47000.0,3.0,27000,0,1,0,0,0,0,0,0,0,0,1
85.0,1647.3626086956522,0.0,26990,0,1,0,0,0,0,0,0,0,0,1
85.0,1.0,0.0,26990,0,1,0,0,0,0,0,0,0,0,1
85.0,20.0,1.0,26900,0,1,0,0,0,0,0,0,0,0,1
81.0,60000.0,2.0,26900,0,1,0,0,0,0,0,0,0,0,1
110.0,16412.0,2.0,26500,0,1,0,0,0,0,0,0,0,0,1
135.0,90000.0,3.0,26500,0,1,0,0,0,0,0,0,0,0,1
96.0,1647.3626086956522,0.0,26890,0,1,0,0,0,0,0,0,0,0,1
85.0,1647.3626086956522,0.0,26490,0,1,0,0,0,0,0,0,0,0,1
85.0,14500.0,1.0,26200,0,1,0,0,0,0,0,0,0,0,1
110.0,7000.0,1.0,26100,0,1,0,0,0,0,0,0,0,0,1
110.0,59700.0,3.0,26000,0,1,0,0,0,0,0,0,0,0,1
110.0,90000.0,2.0,26000,0,1,0,0,0,0,0,0,0,0,1
110.0,16000.0,2.0,25890,0,1,0,0,0,0,0,0,0,0,1
81.0,55000.0,2.0,26000,0,1,0,0,0,0,0,0,0,0,1
110.0,51000.0,2.0,26000,0,1,0,0,0,0,0,0,0,0,1
110.0,7790.0,3.0,25500,0,1,0,0,0,0,0,0,0,0,1
135.0,51000.0,3.0,25500,0,1,0,0,0,0,0,0,0,0,1
